cell_name	gene_name	tissue_type	gene_id
Endothelial cell	STAB2	Blood vessel	ENSG00000136011
Endothelial cell		Blood vessel	
Portal vein epithelial cell	CD63	Blood vessel	ENSG00000135404
Portal vein epithelial cell		Blood vessel	
Epithelial cell	CD34	Blood vessel	ENSG00000174059
Endothelial cell	GPR182	Blood vessel	ENSG00000166856
Epithelial cell		Blood vessel	
Portal vein epithelial cell	CD200	Blood vessel	ENSG00000091972
Epithelial cell		Blood vessel	
CD4+ T cell	LTB	Liver	ENSG00000223448
CD4+ T cell	LTB	Liver	ENSG00000204487
CD4+ T cell	LTB	Liver	ENSG00000231314
CD4+ T cell	LTB	Liver	ENSG00000236925
CD4+ T cell	LTB	Liver	ENSG00000238114
CD4+ T cell	LTB	Liver	ENSG00000236237
CD4+ T cell	LTB	Liver	ENSG00000206437
CD4+ T cell	LTB	Liver	ENSG00000227507
Naive T(Th0) cell		Liver	
CD4+ T cell	TNFRSF4	Liver	ENSG00000186827
CD4+ T cell	IL7R	Liver	ENSG00000168685
Naive T(Th0) cell	SELL	Liver	ENSG00000188404
CD4+ T cell	CCR7	Liver	ENSG00000126353
T cell	NCAM1	Liver	ENSG00000149294
CD4+ T cell	MAL	Liver	ENSG00000172005
T cell	CCR6	Liver	ENSG00000112486
CD4+ T cell		Liver	
CD4+ T cell		Liver	
Regulatory T(Treg) cell	IL2RA	Liver	ENSG00000134460
Epithelial cell		Liver	
Epithelial cell	TJP1	Liver	ENSG00000277401
Epithelial cell	TJP1	Liver	ENSG00000104067
Mesenchymal cell		Liver	
Mesenchymal cell		Liver	
lrNK cell	CXCR6	Liver	ENSG00000172215
lrNK cell	EOMES	Liver	ENSG00000163508
Cancer stem cell	BIRC5	Liver	ENSG00000089685
Cancer stem cell	CHEK1	Liver	ENSG00000149554
Cancer stem cell	PLK1	Liver	ENSG00000166851
Hepatic stellate cell	FRZB	Liver	ENSG00000162998
Hepatic stellate cell		Liver	
Hepatic stellate cell	GEM	Liver	ENSG00000164949
Mesothelial cell		Liver	
Mesothelial cell		Liver	
Hepatic stellate cell		Liver	
Portal fibroblast	MSLN	Liver	ENSG00000102854
Hepatic stellate cell	PDGFRB	Liver	ENSG00000113721
Mesothelial cell		Liver	
Hepatic stellate cell		Liver	
Portal fibroblast	UPK1B	Liver	ENSG00000114638
Portal fibroblast	UPK3B	Liver	ENSG00000276184
Portal fibroblast	UPK3B	Liver	ENSG00000243566
Neutrophil	CCR7	Liver	ENSG00000126353
CD4+ T cell	CD4	Liver	ENSG00000010610
Dendritic cell	HLA-DRA	Liver	ENSG00000277263
Dendritic cell	HLA-DRA	Liver	ENSG00000234794
Dendritic cell	HLA-DRA	Liver	ENSG00000226260
Dendritic cell	HLA-DRA	Liver	ENSG00000230726
Dendritic cell	HLA-DRA	Liver	ENSG00000227993
Dendritic cell	HLA-DRA	Liver	ENSG00000228987
Dendritic cell	HLA-DRA	Liver	ENSG00000206308
Dendritic cell	HLA-DRA	Liver	ENSG00000204287
M1 macrophage	PTGS2	Liver	ENSG00000073756
M2 macrophage	CD163	Liver	ENSG00000177575
CD8+ T cell	CD8B	Liver	ENSG00000172116
Neutrophil	ITGAM	Liver	ENSG00000169896
M2 macrophage	MS4A4A	Liver	ENSG00000110079
M1 macrophage	NOS2	Liver	ENSG00000007171
M1 macrophage	IRF5	Liver	ENSG00000128604
Dendritic cell	HLA-DPB1	Liver	ENSG00000236693
Dendritic cell	HLA-DPB1	Liver	ENSG00000230708
Dendritic cell	HLA-DPB1	Liver	ENSG00000226826
Dendritic cell	HLA-DPB1	Liver	ENSG00000229295
Dendritic cell	HLA-DPB1	Liver	ENSG00000215048
Dendritic cell	HLA-DPB1	Liver	ENSG00000230763
Dendritic cell	HLA-DPB1	Liver	ENSG00000237710
Dendritic cell	HLA-DPB1	Liver	ENSG00000223865
CD8+ T cell	CD8A	Liver	ENSG00000153563
B cell	CD19	Liver	ENSG00000177455
Dendritic cell	CD1C	Liver	ENSG00000158481
M2 macrophage	VSIG4	Liver	ENSG00000155659
B cell	CD79A	Liver	ENSG00000105369
Dendritic cell	NRP1	Liver	ENSG00000099250
Dendritic cell	HLA-DPA1	Liver	ENSG00000228163
Dendritic cell	HLA-DPA1	Liver	ENSG00000229685
Dendritic cell	HLA-DPA1	Liver	ENSG00000206291
Dendritic cell	HLA-DPA1	Liver	ENSG00000235844
Dendritic cell	HLA-DPA1	Liver	ENSG00000236177
Dendritic cell	HLA-DPA1	Liver	ENSG00000168384
Dendritic cell	HLA-DPA1	Liver	ENSG00000224103
Dendritic cell	HLA-DPA1	Liver	ENSG00000231389
Dendritic cell	ITGAX	Liver	ENSG00000140678
Natural killer cell		Liver	
B cell		Liver	
T cell		Liver	
Plasma cell		Liver	
Endothelial cell		Liver	
Kupffer cell		Liver	
Cancer stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	SOX9	Liver	ENSG00000125398
Cancer stem cell	CD44	Liver	ENSG00000026508
Stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Cancer stem cell	POU5F1	Liver	ENSG00000206454
Cancer stem cell	POU5F1	Liver	ENSG00000237582
Cancer stem cell	POU5F1	Liver	ENSG00000229094
Cancer stem cell	POU5F1	Liver	ENSG00000230336
Cancer stem cell	POU5F1	Liver	ENSG00000235068
Cancer stem cell	POU5F1	Liver	ENSG00000233911
Cancer stem cell	POU5F1	Liver	ENSG00000204531
Cancer stem cell	PROM1	Liver	ENSG00000007062
Stem cell	CD44	Liver	ENSG00000026508
Cancer stem cell	EPCAM	Liver	ENSG00000119888
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Stem cell	EPCAM	Liver	ENSG00000119888
M2 macrophage	CD163	Liver	ENSG00000177575
Cancer stem cell	BEX1	Liver	ENSG00000133169
Cancer stem cell	BEX1	Liver	ENSG00000133169
T cell		Liver	
T cell	CD4	Liver	ENSG00000010610
T cell		Liver	
T cell		Liver	
T cell	PDCD1	Liver	ENSG00000276977
T cell	PDCD1	Liver	ENSG00000188389
T cell		Liver	
Neutrophil	CD33	Liver	ENSG00000105383
Neutrophil	FUT4	Liver	ENSG00000196371
Epithelial cell		Liver	
Neutrophil		Liver	
Fibroblast		Liver	
Epithelial cell		Liver	
Macrophage	SIGLEC1	Liver	ENSG00000088827
Natural killer cell	B3GAT1	Liver	ENSG00000109956
Natural killer cell	FCGR3A	Liver	ENSG00000203747
T cell	CD3D	Liver	ENSG00000167286
Plasma cell	SDC1	Liver	ENSG00000115884
Myeloid cell	FCGR3A	Liver	ENSG00000203747
Natural killer cell		Liver	
B cell	CD19	Liver	ENSG00000177455
Myeloid cell	CD14	Liver	ENSG00000170458
Regulatory T(Treg) cell	CD27	Liver	ENSG00000139193
Regulatory T(Treg) cell	TRAF3	Liver	ENSG00000131323
Regulatory T(Treg) cell	EZH2	Liver	ENSG00000106462
Regulatory T(Treg) cell	TIGIT	Liver	ENSG00000181847
Regulatory T(Treg) cell	FCRL3	Liver	ENSG00000160856
Lipid-associated macrophage(LAM)		Liver	
Lipid-associated macrophage(LAM)		Liver	
Lipid-associated macrophage(LAM)	CD9	Liver	ENSG00000010278
Lipid-associated macrophage(LAM)		Liver	
Macrophage	CD68	Liver	ENSG00000129226
Megakaryocyte	PPBP	Fetal liver	ENSG00000163736
Mast cell	KIT	Fetal liver	ENSG00000157404
Erythroid cell	HBB	Fetal liver	ENSG00000244734
Cancer stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Cancer stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	CD44	Liver	ENSG00000026508
Hepatocyte	ASGR1	Liver	ENSG00000141505
Cancer cell	CTNNB1	Liver	ENSG00000168036
Activated hepatic stellate cell	COL3A1	Liver	ENSG00000168542
Hepatic stellate cell	PDGFRA	Liver	ENSG00000134853
Activated hepatic stellate cell	COL1A2	Liver	ENSG00000164692
Activated hepatic stellate cell	COL1A1	Liver	ENSG00000108821
Hepatic stellate cell	LHX2	Liver	ENSG00000106689
Hepatic stellate cell	FOXF1	Liver	ENSG00000103241
Hepatic stellate cell	PDGFRB	Liver	ENSG00000113721
Activated hepatic stellate cell	ACTA2	Liver	ENSG00000107796
Hepatic stellate cell	HLX	Liver	ENSG00000136630
Red blood cell (erythrocyte)		Liver	
Red blood cell (erythrocyte)	TFRC	Liver	ENSG00000072274
Neutrophil	MPO	Liver	ENSG00000005381
Fibroblast	POSTN	Liver	ENSG00000133110
Effector T(Teff) cell		Liver	
Megakaryocyte	PF4	Liver	ENSG00000163737
Monocyte	S100A8	Liver	ENSG00000143546
Natural killer cell	KLRF1	Liver	ENSG00000150045
B cell	TCL1A	Liver	ENSG00000100721
CD8+ T cell	CD8A	Liver	ENSG00000153563
Dendritic cell	THBD	Fetal liver	ENSG00000178726
Monocyte	THBD	Fetal liver	ENSG00000178726
B cell	CD19	Fetal liver	ENSG00000177455
T cell		Fetal liver	
Granulocyte		Fetal liver	
Dendritic cell	CD1C	Fetal liver	ENSG00000158481
Granulocyte		Fetal liver	
T cell		Fetal liver	
Monocyte	FCGR1A	Fetal liver	ENSG00000150337
Granulocyte		Fetal liver	
Natural killer cell	NCR1	Fetal liver	ENSG00000277334
Natural killer cell	NCR1	Fetal liver	ENSG00000275521
Natural killer cell	NCR1	Fetal liver	ENSG00000276450
Natural killer cell	NCR1	Fetal liver	ENSG00000278025
Natural killer cell	NCR1	Fetal liver	ENSG00000277442
Natural killer cell	NCR1	Fetal liver	ENSG00000275637
Natural killer cell	NCR1	Fetal liver	ENSG00000278362
Natural killer cell	NCR1	Fetal liver	ENSG00000275156
Natural killer cell	NCR1	Fetal liver	ENSG00000273535
Natural killer cell	NCR1	Fetal liver	ENSG00000189430
Granulocyte		Fetal liver	
B cell	MS4A1	Fetal liver	ENSG00000156738
T cell		Fetal liver	
Natural killer cell	KLRD1	Fetal liver	ENSG00000134539
Natural killer cell	NCAM1	Fetal liver	ENSG00000149294
Naive CD4+ T cell		Liver	
Naive CD4+ T cell	CCR7	Liver	ENSG00000126353
Natural killer cell	FCGR3A	Liver	ENSG00000203747
Natural killer cell	SELL	Liver	ENSG00000188404
Natural killer cell	ITGA5	Liver	ENSG00000161638
Natural killer cell	KLRD1	Liver	ENSG00000134539
Natural killer cell	KLRC2	Liver	ENSG00000205809
Natural killer cell	B3GAT1	Liver	ENSG00000109956
Natural killer cell	CX3CR1	Liver	ENSG00000168329
Natural killer cell	KIR2DL1	Liver	ENSG00000273510
Natural killer cell	KIR2DL1	Liver	ENSG00000278805
Natural killer cell	KIR2DL1	Liver	ENSG00000276820
Natural killer cell	KIR2DL1	Liver	ENSG00000274782
Natural killer cell	KIR2DL1	Liver	ENSG00000275080
Natural killer cell	KIR2DL1	Liver	ENSG00000277616
Natural killer cell	KIR2DL1	Liver	ENSG00000275276
Natural killer cell	KIR2DL1	Liver	ENSG00000278755
Natural killer cell	KIR2DL1	Liver	ENSG00000275750
Natural killer cell	KIR2DL1	Liver	ENSG00000277356
Natural killer cell	KIR2DL1	Liver	ENSG00000276310
Natural killer cell	KIR2DL1	Liver	ENSG00000273794
Natural killer cell	KIR2DL1	Liver	ENSG00000278207
Natural killer cell	KIR2DL1	Liver	ENSG00000278248
Natural killer cell	KIR2DL1	Liver	ENSG00000278495
Natural killer cell	KIR2DL1	Liver	ENSG00000276625
Natural killer cell	KIR2DL1	Liver	ENSG00000278821
Natural killer cell	KIR2DL1	Liver	ENSG00000274692
Natural killer cell	KIR2DL1	Liver	ENSG00000275522
Natural killer cell	KIR2DL1	Liver	ENSG00000277833
Natural killer cell	KIR2DL1	Liver	ENSG00000275196
Natural killer cell	KIR2DL1	Liver	ENSG00000274926
Natural killer cell	KIR2DL1	Liver	ENSG00000278738
Natural killer cell	KIR2DL1	Liver	ENSG00000278503
Natural killer cell	KIR2DL1	Liver	ENSG00000284347
Natural killer cell	KIR2DL1	Liver	ENSG00000283723
Natural killer cell	KIR2DL1	Liver	ENSG00000284401
Natural killer cell	KIR2DL1	Liver	ENSG00000284551
Natural killer cell	KIR2DL1	Liver	ENSG00000284514
Natural killer cell	KIR2DL1	Liver	ENSG00000284100
Natural killer cell	KIR2DL1	Liver	ENSG00000284530
Natural killer cell	KIR2DL1	Liver	ENSG00000284145
Natural killer cell	KIR2DL1	Liver	ENSG00000125498
Natural killer cell	CD69	Liver	ENSG00000110848
Natural killer cell	KLRK1	Liver	ENSG00000213809
Natural killer cell		Liver	
Sinusoidal endothelial cell		Liver	
Sinusoidal endothelial cell		Liver	
Macrophage	CD68	Liver	ENSG00000129226
Mast cell	TPSB2	Liver	ENSG00000197253
Endothelial cell	VWF	Liver	ENSG00000110799
Natural killer cell	CD7	Liver	ENSG00000173762
Stem cell	NOTCH3	Liver	ENSG00000074181
B cell	CD79A	Liver	ENSG00000105369
Epithelial cell	EPCAM	Liver	ENSG00000119888
Neutrophil	FCGR3B	Liver	ENSG00000162747
T cell	CD2	Liver	ENSG00000116824
Fibroblast	COL1A1	Liver	ENSG00000108821
Nerve cell	NGFR	Liver	ENSG00000064300
Cancer stem cell	CD24	Liver	ENSG00000272398
Cancer stem cell		Liver	
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Cytotoxic double-positive T cell	GZMH	Liver	ENSG00000100450
Cytotoxic double-positive T cell	KLRG1	Liver	ENSG00000139187
Cytotoxic double-positive T cell	GZMB	Liver	ENSG00000100453
Suppressive regulatory T cell	LAYN	Liver	ENSG00000204381
Naive CD4+ T cell	CCR7	Liver	ENSG00000126353
Conventional dendritic cell 1(cDC1)	CLEC9A	Liver	ENSG00000197992
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Suppressive regulatory T cell	TIGIT	Liver	ENSG00000181847
Mature dendritic cell	CD83	Liver	ENSG00000112149
Cytotoxic double-positive T cell	GNLY	Liver	ENSG00000115523
Suppressive regulatory T cell	IL2RA	Liver	ENSG00000134460
Suppressive regulatory T cell	PCLAF	Liver	ENSG00000166803
Myeloid derived suppressor cell (MDSC)	VCAN	Liver	ENSG00000038427
Myeloid derived suppressor cell (MDSC)	S100A6	Liver	ENSG00000197956
Exhausted double-positive T cell	CXCL13	Liver	ENSG00000156234
Myeloid derived suppressor cell (MDSC)	S100A12	Liver	ENSG00000163221
Suppressive regulatory T cell	TYMS	Liver	ENSG00000176890
Myeloid derived suppressor cell (MDSC)	FCN1	Liver	ENSG00000085265
Cytotoxic double-positive T cell	FGFBP2	Liver	ENSG00000137441
Memory double-positive T cell	CD8B	Liver	ENSG00000172116
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000228978
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000204490
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000223952
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000228849
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000228321
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000230108
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000206439
Cytotoxic double-positive T cell	TNF	Liver	ENSG00000232810
Conventional dendritic cell 2(cDC2)	CLEC10A	Liver	ENSG00000132514
Exhausted double-positive T cell	TNFRSF18	Liver	ENSG00000186891
Suppressive regulatory T cell	ICOS	Liver	ENSG00000163600
Suppressive regulatory T cell	CXCL13	Liver	ENSG00000156234
Naive double-positive T cell	ZFP36L2	Liver	ENSG00000152518
Suppressive regulatory T cell	TNFRSF18	Liver	ENSG00000186891
Exhausted double-positive T cell	TNFRSF4	Liver	ENSG00000186827
Suppressive regulatory T cell	TNFRSF4	Liver	ENSG00000186827
Myeloid derived suppressor cell (MDSC)	S100A9	Liver	ENSG00000163220
Activated double-positive T cell	CD70	Liver	ENSG00000125726
Conventional dendritic cell 1(cDC1)	XCR1	Liver	ENSG00000173578
Exhausted CD8+ T cell	PDCD1	Liver	ENSG00000276977
Exhausted CD8+ T cell	PDCD1	Liver	ENSG00000188389
Myeloid derived suppressor cell (MDSC)	S100A8	Liver	ENSG00000143546
Exhausted CD4+ T cell	PDCD1	Liver	ENSG00000276977
Exhausted CD4+ T cell	PDCD1	Liver	ENSG00000188389
Suppressive regulatory T cell	FOXP3	Liver	ENSG00000049768
Naive double-positive T cell	FTH1	Liver	ENSG00000167996
Exhausted double-positive T cell	CTLA4	Liver	ENSG00000163599
Effector memory CD8+ T cell	CCL4	Liver	ENSG00000277943
Effector memory CD8+ T cell	CCL4	Liver	ENSG00000275824
Effector memory CD8+ T cell	CCL4	Liver	ENSG00000275302
Cancer stem cell		Liver	
Suppressive regulatory T cell	CTLA4	Liver	ENSG00000163599
Suppressive regulatory T cell	ENTPD1	Liver	ENSG00000138185
T helper(Th) cell	GZMA	Liver	ENSG00000145649
Double-positive Treg cell	ID3	Liver	ENSG00000283060
Double-positive Treg cell	ID3	Liver	ENSG00000117318
Exhausted CD8+ T cell	MYO7A	Liver	ENSG00000137474
Transitional exhausted CD8+ T cell	CSF1	Liver	ENSG00000184371
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000206301
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000231526
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000233192
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000257473
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000223793
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000231823
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000225103
Memory double-positive T cell	HLA-DQA2	Liver	ENSG00000237541
Mucosa-associated invariant T (MAIT) cell	RORC	Liver	ENSG00000143365
Naive double-positive T cell	GPR183	Liver	ENSG00000169508
Effector memory CD8+ T cell	KLRC3	Liver	ENSG00000205810
Naive double-positive T cell	CCR7	Liver	ENSG00000126353
Exhausted CD8+ T cell	WARS1	Liver	ENSG00000140105
Cancer stem cell		Liver	
T helper(Th) cell	CCL5	Liver	ENSG00000274233
T helper(Th) cell	CCL5	Liver	ENSG00000271503
Mucosa-associated invariant T (MAIT) cell	CD40LG	Liver	ENSG00000102245
Transitional exhausted CD8+ T cell	DUSP4	Liver	ENSG00000120875
Activated double-positive T cell	GNA15	Liver	ENSG00000060558
Effector memory CD8+ T cell	CX3CR1	Liver	ENSG00000168329
Circulating natural killer cell	TBX21	Liver	ENSG00000073861
Transitional exhausted CD8+ T cell	PDCD1	Liver	ENSG00000276977
Transitional exhausted CD8+ T cell	PDCD1	Liver	ENSG00000188389
Mature dendritic cell	CCL21	Liver	ENSG00000137077
Mucosa-associated invariant T (MAIT) cell	SLC4A10	Liver	ENSG00000144290
Cancer stem cell	CD44	Liver	ENSG00000026508
Cytotoxic CD4+ T cell	GZMB	Liver	ENSG00000100453
Exhausted double-positive T cell	DUSP4	Liver	ENSG00000120875
Suppressive regulatory T cell	TNFRSF9	Liver	ENSG00000049249
Circulating natural killer cell	FCGR3A	Liver	ENSG00000203747
Suppressive regulatory T cell	CCR8	Liver	ENSG00000179934
Conventional dendritic cell 1(cDC1)	CADM1	Liver	ENSG00000182985
Effector memory CD8+ T cell	FCGR3A	Liver	ENSG00000203747
Resting regulatory T cell	LEF1	Liver	ENSG00000138795
Double-positive Treg cell	BATF	Liver	ENSG00000156127
Cancer stem cell	PROM1	Liver	ENSG00000007062
Exhausted CD8+ T cell	HAVCR2	Liver	ENSG00000135077
Memory double-positive T cell	XCL2	Liver	ENSG00000143185
Circulating natural killer cell	CX3CR1	Liver	ENSG00000168329
Natural killer cell	EOMES	Liver	ENSG00000163508
Exhausted CD8+ T cell	PHLDA1	Liver	ENSG00000139289
Exhausted CD8+ T cell	TNFRSF9	Liver	ENSG00000049249
Naive CD8+ T cell	LEF1	Liver	ENSG00000138795
Exhausted CD8+ T cell	CD27	Liver	ENSG00000139193
Tumor‐associated macrophage (TAM)	GPNMB	Liver	ENSG00000136235
Exhausted CD8+ T cell	TIGIT	Liver	ENSG00000181847
Double-positive Treg cell	FOXP3	Liver	ENSG00000049768
Resting regulatory T cell	FOXP3	Liver	ENSG00000049768
Tumor‐associated macrophage (TAM)	SLC40A1	Liver	ENSG00000138449
Exhausted CD8+ T cell	LAG3	Liver	ENSG00000089692
Mature dendritic cell	CCL19	Liver	ENSG00000172724
Natural killer cell	CXCR6	Liver	ENSG00000172215
Tumor‐associated macrophage (TAM)	APOE	Liver	ENSG00000130203
Effector memory CD8+ T cell	FGFBP2	Liver	ENSG00000137441
Tumor‐associated macrophage (TAM)	C1QA	Liver	ENSG00000173372
Exhausted CD4+ T cell	TIGIT	Liver	ENSG00000181847
Exhausted CD8+ T cell	ENTPD1	Liver	ENSG00000138185
Exhausted CD8+ T cell	CTLA4	Liver	ENSG00000163599
Transitional exhausted CD8+ T cell	GZMK	Liver	ENSG00000113088
Cancer stem cell	CD24	Liver	ENSG00000272398
Exhausted CD8+ T cell	LAYN	Liver	ENSG00000204381
Tumor‐associated macrophage (TAM)	TREM2	Liver	ENSG00000095970
Mucosa-associated invariant T (MAIT) cell	ZBTB16	Liver	ENSG00000109906
Naive CD4+ T cell	SELL	Liver	ENSG00000188404
Cancer stem cell	KIT	Liver	ENSG00000157404
Memory double-positive T cell	CD69	Liver	ENSG00000110848
Mature dendritic cell	CCR7	Liver	ENSG00000126353
Exhausted CD8+ T cell	SNAP47	Liver	ENSG00000143740
Naive CD4+ T cell	TCF7	Liver	ENSG00000081059
Exhausted CD8+ T cell	CXCL13	Liver	ENSG00000156234
Naive CD8+ T cell	CCR7	Liver	ENSG00000126353
Exhausted CD4+ T cell	CXCL13	Liver	ENSG00000156234
Tumor‐associated macrophage (TAM)	C1QB	Liver	ENSG00000173369
Effector memory CD8+ T cell	IFNG	Liver	ENSG00000111537
Mature dendritic cell	LAMP3	Liver	ENSG00000078081
Transitional exhausted CD8+ T cell	HAVCR2	Liver	ENSG00000135077
Cancer stem cell	THY1	Liver	ENSG00000154096
Exhausted CD4+ T cell	CTLA4	Liver	ENSG00000163599
Cytotoxic CD4+ T cell	GNLY	Liver	ENSG00000115523
Mature dendritic cell	CD80	Liver	ENSG00000121594
Resting regulatory T cell	IL2RA	Liver	ENSG00000134460
Conventional dendritic cell 2(cDC2)	FCER1A	Liver	ENSG00000179639
Memory double-positive T cell	CD8A	Liver	ENSG00000153563
Conventional dendritic cell 2(cDC2)	CD1C	Liver	ENSG00000158481
Cytotoxic CD4+ T cell	NKG7	Liver	ENSG00000105374
Dendritic cell	XCR1	Liver	ENSG00000173578
Dendritic cell	CD1C	Liver	ENSG00000158481
Monocyte	FCN1	Liver	ENSG00000085265
Macrophage	CCL18	Liver	ENSG00000278006
Macrophage	CCL18	Liver	ENSG00000278167
Macrophage	CCL18	Liver	ENSG00000275385
Progenitor cell	NCAM1	Liver	ENSG00000149294
Dendritic cell	CD1A	Liver	ENSG00000158477
Macrophage	SPP1	Liver	ENSG00000118785
B cell	CD79A	Liver	ENSG00000105369
T follicular helper(Tfh) cell	TNFRSF4	Liver	ENSG00000186827
T follicular helper(Tfh) cell	ICOS	Liver	ENSG00000163600
Tissue resident cell	CXCR6	Liver	ENSG00000172215
CD8+ T cell	CD8A	Liver	ENSG00000153563
T follicular helper(Tfh) cell	TIGIT	Liver	ENSG00000181847
Myeloid cell	LYZ	Liver	ENSG00000090382
Myeloid cell	CD14	Liver	ENSG00000170458
B cell	MZB1	Liver	ENSG00000170476
Gamma delta(γδ) T cell	CD3D	Liver	ENSG00000167286
Natural killer T(NKT)-like cell	CD3E	Liver	ENSG00000198851
CD4+ T cell	CD3D	Liver	ENSG00000167286
Natural killer T(NKT)-like cell	KLRF1	Liver	ENSG00000150045
Plasma cell	CD38	Liver	ENSG00000004468
Natural killer cell	GNLY	Liver	ENSG00000115523
T follicular helper(Tfh) cell	MAF	Liver	ENSG00000178573
CD4+ T cell	CD4	Liver	ENSG00000010610
T follicular helper(Tfh) cell	CXCL13	Liver	ENSG00000156234
Tissue resident cell	CD69	Liver	ENSG00000110848
Plasma cell	MZB1	Liver	ENSG00000170476
Gamma delta(γδ) T cell	TRDC	Liver	ENSG00000211829
T follicular helper(Tfh) cell	PDCD1	Liver	ENSG00000276977
T follicular helper(Tfh) cell	PDCD1	Liver	ENSG00000188389
Tissue resident cell	CXCR3	Liver	ENSG00000186810
Tissue resident cell	ITGAE	Liver	ENSG00000083457
Natural killer cell	NKG7	Liver	ENSG00000105374
CD8+ T cell	CD3D	Liver	ENSG00000167286
Regulatory T(Treg) cell	IL2RA	Liver	ENSG00000134460
Regulatory T(Treg) cell	CTLA4	Liver	ENSG00000163599
Regulatory T(Treg) cell	FOXP3	Liver	ENSG00000049768
Naive T(Th0) cell	LEF1	Liver	ENSG00000138795
Naive T(Th0) cell	CCR7	Liver	ENSG00000126353
Naive T(Th0) cell	IL7R	Liver	ENSG00000168685
Regulatory T(Treg) cell	CD4	Liver	ENSG00000010610
Regulatory T(Treg) cell	CD3D	Liver	ENSG00000167286
Pan leukocyte	PTPRC	Liver	ENSG00000262418
Pan leukocyte	PTPRC	Liver	ENSG00000081237
Cytotoxic T cell	CD8A	Liver	ENSG00000153563
Naive T(Th0) cell		Liver	
B cell	MS4A1	Liver	ENSG00000156738
Neutrophil		Liver	
Macrophage	CD68	Liver	ENSG00000129226
Beta cell(β cell)	INS	Liver	ENSG00000254647
Beta cell(β cell)	RBP4	Liver	ENSG00000138207
Epsilon cell	APOH	Liver	ENSG00000091583
Delta cell	RGS2	Liver	ENSG00000116741
Beta cell(β cell)	ENTPD3	Liver	ENSG00000168032
Delta cell	SLC38A1	Liver	ENSG00000111371
Beta cell(β cell)	IAPP	Liver	ENSG00000121351
Epsilon cell	ASCL1	Liver	ENSG00000139352
Beta cell(β cell)	HADH	Liver	ENSG00000138796
Gamma delta(γδ) T cell	FFAR4	Liver	ENSG00000186188
Delta cell	FFAR4	Liver	ENSG00000186188
Gamma delta(γδ) T cell	SERTM1	Liver	ENSG00000180440
Alpha cell (α cell)	ARX	Liver	ENSG00000004848
Gamma delta(γδ) T cell	STMN2	Liver	ENSG00000104435
Alpha cell (α cell)	FAP	Liver	ENSG00000078098
